textid citation_id culture_id paragraph
t0492 cite0109 OT11 "“Thy friend, Pusiuraura"
t0492 cite0109 OT11 "Let it be bitten by thy sacred tooth.”"
t0492 cite0109 OT11 "Then, say the natives, “the decay and the borer disappear. He eats them on the instant, they vanish, and the insect dies.” Because of the power of this adze it is not as freely lent as those of lesser importance are. “It goes only with the men of their chiefly family, it is not handed over loosely, it goes only with them. It is not given to the clan, it is tapu , because it is the tooth of the deity,” said the Ariki Kafika. Before using the tool the expert, Pa Tarikitoa, dedicates it in a few words to his dead brother as former user, and to the deity."
t0492 cite0109 OT11 "Acknowledgment must be made to the deity for this specific type of service. I was told that when the food portion of the expert would be given to him at the first meal he would say “Tie it up! Tie it up and carry it to the chief.” It would then be carried to the Ariki Taumako, who would throw offerings from it to the deity of the adze. If this were not done then Pa Tarikitoa himself would throw offerings, saying as follows:--"
t0492 cite0109 OT11 "“Recite a formula hither Pa Taumako"
t0492 cite0109 OT11 "For the food of Pusiuraura"
t0492 cite0109 OT11 "Light be your premier adze"
t0492 cite0109 OT11 "Light be the path of your adze"
t0492 cite0109 OT11 "Anything destructive for the timber here"
t0492 cite0109 OT11 "Let it be eaten by you, Pusiuraura.”"
t0492 cite0109 OT11 "Moreover, later a basket of food and a bundle of green coco-nuts were carried to the Ariki Taumako as “the payment for his adze”, meaning for the use of it. I have mentioned that the adze is spoken of as the “tooth” of the deity. I was told that if the god is angered by some action or negligence of the expert who is wielding the tool he will cause it to slip and cut his foot. Here is a special sanction for care in the work, and an explanation of accident in supernatural terms..."
t0492 cite0109 OT11 "The expert justified his position by his technical competence. He obviously “carried the job in his head” as a carpenter would say. He made his adze strokes, then glanced sideways, measuring by eye sizes and lengths and the extension of his cutting. He clearly was calculating the effect of his cut on the set of the timber at any particular spot. When the two timbers were put together for marking they were held by the whole crowd of men while he ran round with his charcoal stick drawing his line. 1 He himself began the dressing of the timber from the mark. He was assisted at first by Pa Taramoa, a son of the Ariki, who asked his advice. “Pa Tarikitoa! I shall strike on the charcoal there?” wanting to know if he should cut away the mark itself. The expert answered with an affirmative jerk of the head. “Cut.” An energetic man, he did not waste words. Pa Taramoa was told how to strike the correct type of blow by his brother, and this was confirmed by the expert."
t0492 cite0109 OT11 "In the late afternoon another ceremony was performed--the kava of the canoe. Food from a large oven was brought into the chief's house, a series of libations poured, and offerings made to the gods of the vessel and of the chief. About a dozen men were present inside, but the expert and some of the workers refused an invitation to come in. “He eats at the side of the timber; he sits and throws his offerings there,” was the comment when I asked why the expert did not enter. Such is the usual custom, it was said. The convention of work is that the expert should remain by his job. This is a moral imperative which has the general function of maintaining economic efficiency. Kindred obligations are to be at the scene of work at or soon after day-break; not to leave the work to get on with other tasks; and not to dally in eating meals..."
t0492 cite0109 OT11 "The reasons for haste can be summarized thus. There is the ritual drive--a cance in pieces is in a sense an offence to the tutelary spirits who have charge of it. There is the energy of the expert himself, who in this case was a bustling person in all his activities. Such an attitude towards work in progress is common. It is associated with the possibility of going off to another task on the following day. Claims of the cultivations and of fishing or of other woodwork may press, not least upon the expert himself. There is also the stimulus given by the chief, partly due to his own wish to see the task finished and partly, though not obviously expressed, to the fact that he will then not have to feed the workers for a further day. All this of course contradicts a popular notion that the savage treats his work like play and is incapable of haste."
t0493 cite0110 OT11 "The Tikopia word for tattoo marks in general is tau , and the operation of tattooing is known as ta tau, ta being the generic term for the act of striking. It refers to the rechnicai process involved. Tattooing is usually done by recognized experts ( tufua ta tau ), who have obtained their reputation through favourable comment passed by people upon the skilful treatment of their subjects. Such an expert is often a craftsman in other activities as well; if a Tikopia has technical skill in the handling of tools he can apply his energies in as many directions as he wishes no trades are closed to him. But an expert has often been assisted by knowledge of the art having been transmitted in his family."
t0493 cite0110 OT11 "One of my informants learn from his father and also from his mother's brother; another was taught by his grandfather, though his father also was a tattooing expert and a canoe builder. The family of a third had been tattooers for generations. His father and grandfather were noted for their skill. When I asked him if he had learnt from his father he said “Yes, but it depends also “on the knowledgeable mind.” By this he meant a certain amount of natural aptitude."
t0493 cite0110 OT11 "A person who wants to be tattooed goes to any expert he fancies. Frequently he asks a close relative to operate upon him, but he may pass over such a man and go to another. For instance, when I was there a young man. Futikena, did not go to his father's brother, Pa Tarikitoa, a well-known practitioner, but to Pa Taraoro, a man of different clan. He gave as a reason that the tapping-stick of the former was heavy, that is, the tattooing implement was struck too hard, so that the operation was painful. This he had heard from other people, he said, and so preferred to go outside the family circle. Firimori, the small son of Pa Nukufuri, had three fish motifs, one on his forehead and one on each cheek, tattooed by his father's brother, Pa Paiu. “The stupid, Pa Paiu,” said Pa Nukufuri, smiling. Pa Paiu is not a recognized expert, but was trying his hand on the lad to gain experience. Experts are not common: there were three only in the village of Matautu where I lived. One of them was Fopeni, seen at work in the accompanying photograph (Fig. 1): the others were the brothers Pa Nukuomanu and Pa Nukutauriri. They happened to be all of Kafika clan, though [Page p. 174 (b)] the dominant group of the village was the clan of Tafua--such alignment is not significant in any of the ordinary crafts..."
t0493 cite0110 OT11 "The tattooer pours a few drops of water into his tiny cup and shakes a little soot into it. This is mixed or ‘pounded’ with the stem of kau[unknown]asu wood--Fopeni told me that no other kind will do, but whether for magical or for technical reasons I neglected to inquire. The patient lies down on a floor mat. The operation is usually done in the hut of the expert but, as in the case photographed, when the light is bad there the work is done out of doors in the shade of a house. The design is roughly marked out on the skin of the patient with the paigmented kau[unknown]asu stem. The matau is also dipped in the pigment, put to the skin and the adze-blade struck with the tapping-stick. The teeth of the blade pierce the skin, a little blood flows, and the skin is pulled up a little as the teeth are with-drawn. The implement is held between the first finger and thumb and sometimes the flat end of the haft is braced against the little finger. Usually the hand is steadied by holding the three lower fingers on the mat, or on the patient, as the case may be. The photograph, taken while the tattooer was at work, shows the method. The apping-stick is held also between the thumb and first finger. The patient, stretched out at full length, holds in one hand a rag of bark-cloth which the expert takes from time to time to wipe away the accumulated blood and pigment. The motion of tapping is termed ta. The line of the design is called ‘the path’ ( ta ara ). At intervals it is touched-up or redrawn by the expert who dips the kau[unknown]asu stem in the liquid and moistens with it the matau blade. When the expert is in doubt an observer, of whom there are usually several, may assist him. “That's the line” he points, and adds “Mark it.” And the expert then sketches it in plainly. Unsolicited comment of this kind is frequent in Tikopia craft-work, and is accepted by experts for what it is worth. The pencil-shaped fatuke , sharpened to an edge, is used occasionally to clean out the teeth of the matau and make them keener by rubbing it in the grooves between them."
t0494 cite0111 SR15 "In early 1781, for example, Alabi confronted a set of beliefs that Saramakas considered simply common sense: that children born with certain unusual characteristics (e.g., albinism, polydactylism) were gods, whose mortal lives required special treatment. 76"
t0494 cite0111 SR15 "76. During the initial months of missionization, one of the Moravians described Saramaka beliefs about albinos."
t0494 cite0111 SR15 "[At Captain Etja’s village of Dosu Creek] I saw a little negro lad with rather white skin and with hair that resembled white sheep’s wool, although his father and mother were black. The negroes regard such children as young gods and they let them do whatever they want, in order not to hinder them and so that they do not leave them. I have heard that such poor creatures are born rarely and almost never live to be old. When they do become a little older and something dreadful occurs, then they commit suicide. They are then not buried like other people but are thrown into deep water, so that they can return unhindered to the place whence they came. (St 3, pt. 1, 87-88)"
t0494 cite0111 SR15 "Saramakas call albinos wéti-gádu (literally, “white gods”) and consider them, as well as children with “red” hair, to be closely associated with tone water spirits. Brother Riemer described how some of these children were prepared to be ritual specialists:"
t0494 cite0111 SR15 "If nature distinguishes a youth by something special, for example unusual facial features, a long nose, a pointy chin, unusual height, red hair, or something of the like, then he is destined for special training, and from childhood he will be put under the supervision of a famous witch doctor, who will teach him the art of herbs and all the other great mysteries of his art. Such a man [is like] a born miracle worker. (St 3, pt. 2, 265)"
t0494 cite0111 SR15 "Saramakas also distinguished other “special births.” For example-as throughout West and Central Africa-twins were considered gods and (along with their parents, as well as the child who followed in the birth order) were subjected to complex rituals from birth to death (see R. Price 1983a, 60-61)."
t0495 cite0112 SQ19 "Very often, one or more of the adult men in a maloca group will be recognised as a specialist in some aspect of ritual. Some men are specialist dancers ( baya ) who have a large repertoire of dance-songs and who know well the complicated steps and movements associated with each dance. Others are specialist chanters ( yoam[unknown] ) who can recite in detail the traditions of origin of the group. These men act as leaders for the long sessions of chanting, involving all adult men, that form an integral part of communal rituals. Very often these two roles overlap so that specialist dancers are also chanters and vice versa. A third specialist ritual occupation relates to shamanism. Amongst the Barasana, there is no absolute difference between those men recognised as shamans and those who are not. At the lowest level, most adult men have some abilities as shamans and will carry out some of the same functions as those men who have a widespread reputation for their powers and knowledge. The most common function that shamans perform involves the treatment of food and other things by blowing spells. The breath is believed to be the manifestation and seat of the soul or spirit ( [unknown]s[unknown] ). By controlled breathing, accompanied by muttered spells, the shaman can direct the power of his spirit or soul towards a specific end. Blowing not only has curative and protective power, but also imparts life force and can change the state of being of a person or an object. 5"
t0495 cite0112 SQ19 "The Barasana have a verb base - that covers the activities of shamans in general. I have translated this as ‘blow, blowing’ as this action is a common feature of these activities. In many respects this closely parallels the Akawaio concept of taling discussed by Butt (1956)."
t0495 cite0112 SQ19 "All foods are ranked into a graded series of relative danger; at one end are such things as mother’s milk, at the other certain large species of animal and fish which are most dangerous of all. After birth, each new category of food that a person eats must first be rendered safe by a shaman who blows spells over a sample which is then given to the subject to eat. By about eight or nine years, a young boy or girl will be able to eat all but the most dangerous categories. After initiation or first menstruation, the person must start again from the beginning of the series and it may take three or four years before they can eat all the foods of a normal adult diet. Birth, menstruation, snake bite, illness, death in the community, participation in communal rituals and a number of other factors will all render specific categories of individual subject to danger from specific categories of food which must be treated by a shaman prior [Page 33] to consumption. Most adult men know the requisite spells for the treatment of the less dangerous foods, but only a few, the most powerful and knowledgeable, are able to treat the most dangerous categories. In similar fashion, most adult men know something about the curing of minor ailments, but very few know how to cure serious illness. There is a graded series of curing techniques and only the most widely known shamans know all of them."
t0495 cite0112 SQ19 "Shamans are thus ranked according to their knowledge and abilities. Their powers are founded upon their knowledge of myths. Most adult men know a considerable number of myths but shamans differ from the rest in two respects: first, they know more myths, and secondly, they know and understand the esoteric meaning behind them. In the hands of the shamans, myths are not merely sacred tales or stories, but things with inherent power, and it is upon these myths that shamanic spells are based."
t0496 cite0113 SF05 "The urine of the cow, or that of a black she-burro, is taken to cure jaundice. The urine of the skunk is thought to blind human beings. Human urine has many medicinal uses among the Aymara. Newborn babies are given spoonfuls of human urine (especially that of young children) until the milk appears in the mother. Fermented human urine, tamata , is also widely used. Every house has its yuru ( tamatutu or tamat waku[unknown]la ) or pottery jar for saving urine; compare Bertonio (Vol. 2, p. 81) “Chillami: Orinal como bacinilla o mate.” When a person gets the mange, they say that he is ora[unknown]en katxata , “caught or [Page 175] fished by the earth”; washing with tamata or “orina podrida” is one of the best cures for this disease. For this term, compare Bertonio (Vol. 2, p. 238) “Ttamatayacca: Orines podridos.” Aymara women wash their hair in fer mented urine, as it is said to kill fleas, lapanaka , in the hair, as well as to “cut” the grease because of the ammonia in it; very dirty and greasy clothes are also sometimes washed in tamata . When a person has a fever, he is washed all over with fermented human urine; Garcilaso (bk. ii, ch. XXIV) says that when a suckling was feverish, it was washed in urine in the morning, and if they could obtain some of the child's own urine, it was given to it to drink. As has already been mentioned, urine is also mixed with other substances, notably with the viscous pounded mass of the berries of some of the American mistletoes ( Phoradendron spp., Loranthaceae) as an ointment. When a glandular or goitrous swelling is adjudged to have come from contact with the spittle of a frog, the place is washed with tamata and salt. When a baby is sick, the mi[unknown]lu[unknown]cana ceremony may be performed by the yatiri (one type of Aymara medicine-man). A piece of mi[unknown]lu or alum is put on the child's chest and left there three or four hours until night. The yatiri then rubs the mi[unknown]lu all over the little patient's body, after which he puts the stone into a large bowl of tamata . This is then covered with a [unknown]lih[unknown]la or other woollen cloth and left for twenty minutes to half an hour. When the bowl is uncovered, the mi[unknown]lu is seen to have swelled up like a sponge (from the chemical action), usually into figures which the yatiri is able to study for his diagnosis. Then he says: “This child was frightened at such-and-such a spring,” or “He will get well,” or “He will die.” When the augury is bad, he takes a knife, and cuts the spongy mass with appropriate exorcisms, makes a hole in the ground and buries it. This diagnostic technique is of course especially valuable for the ailments of children, who cannot be expected to verbalize about such abstruse matters with any fluency; the same technique, however, is also used in the case of adult ailments, when the cause of the disease baffles even the yatiri . Finally, urine has a therapeutic value in the apsuyasiña type of counter-witchcraft. In this the house of the sick man is carefully searched and sounded for hollow places with a weavingbatten, and when the place where the sickness is hiding is found, the [unknown]camakani or [unknown]camakiri (other kinds of Aymara medical practitioners) throws some of the sick man's urine on it together with salt, and sometimes with other substances. The sickness then enters the urine and salt, which is then gathered up and thrown into a river, or burnt at a cross-roads, where the next unfortunate passerby will become the “host” of the disease. Best of all is for the [unknown]camakani to obtain by stealth some of the urine of the rival witch who is causing the disease. The sick man is bathed in this urine, which is then thrown surreptitiously outside the witch's door. In this way the witchcraft-induced disease “comes home to roost,” where it belongs."
t0497 cite0114 SF05 "Diseases and medicines.--Curing is an absorbing interest of the Aymara . Its elaborate development is reflected in the extensive terminology of diseases, medicines, practitioners, and curing techniques. It is recognized that people of different ages are susceptible to special ailments. All adults have some knowledge of simple herbal remedies and treat slight injuries; a doctor is not consulted unless the ailment or injury is persistent and specialized knowledge required."
t0497 cite0114 SF05 "Diseases are thought to be due mainly to evil spirits and witchcraft, although a few are attributed to natural causes. All the latter are classified as hot or cold and require a remedy of the opposite temperature. These concepts of hot and cold may come from Spanish influence. The general procedure is for the practitioner to divine the cause of disease according to his particular method, and then to cure it by medical or magical techniques."
t0497 cite0114 SF05 "Beliefs about the cause of disease are numerous. They include seeing ghosts, the soul becoming lost or having been kidnapped by evil spirits or witchee, dreams, being looked at by evil spirits, intrusion of an object into the body, mutilation of one's effigy in witchcraft, and the “evil eye,” the last possibly being a Spanish concept. Most of these have been discussed earlier in connection with witchcraft and supernatural beings. Soul loss, an ailment particularly common among children, results from fright or shock. If the child's mother is unable to make the soul return by calling to it, a doctor makes an image of the child's clothes, entices the soul into it, and places the image in the child's bed (Paredes, 1936, pp. 116-17). The intrusion of a fragment of human bone into the body is the cause of “chullpa sickness,” which comes from witchcraft or malevolent spirits which inhabit ruins. The bone is extracted magically in a variety of ways, but is not removed by sucking."
t0497 cite0114 SF05 "A great variety of medicines are taken both internally and externally. Most are vegetable, the roots, seeds, leaves, and flowers being taken for specific purposes. One or several plant species may be combined in a given medicine. Remedies of animal derivation, next in importance, include various portions of mammals, birds, reptiles, fish, larvae, insects, starfish, sea urchins, and mollusks. Minerals rank third as medicines, mercury being used to treat syphilis and certain clays to stop internal bleeding. Last in importance ranks human flesh, desiccated bits of which are eaten to cure ghost sickness."
t0498 cite0115 SF05 "The categories of experience encompassed by the special status designations paqo, yatiri, qolasiri , and the like may best be understood in terms of certain central preoccupations of the Aymara that are cited in an earlier section: (1) concern about disease; (2) concern about the future and the explanation of misfortune; (3) concern about the evil intentions of other human beings. These apprehensions, it was pointed out, are not entirely independent, but instead are intimately linked."
t0498 cite0115 SF05 "The preoccupation of the Aymara with disease is very striking. Nearly all laymen have considerable specialized medical knowledge and are constantly doctoring themselves for real or imagined ills. 1 In addition, the variety of professional doctors is so considerable that La Barre was led to observe:"
t0498 cite0115 SF05 "... no other primitive group known to modern ethnology has such a rich specialization among practitioners of native medicine. 2"
t0498 cite0115 SF05 "But while this elaboration of specialization has been generally recognized (indeed, it is inescapable), it would appear that etiology of disease according to Aymara theory has been highly over-simplified. Paredes states flatly that “witches” directly, or demons acting at the behest of “witches,” are responsible for all diseases. 3 Taking a similar position, La Barre writes that disease is inevitably caused either by “witchcraft” or by evil spirits. 4 Either [Page [p. 220 b]] these views are over-simple, or the disease theory of the Bolivian Aymara is considerably less complex than is true of the Aymara of Peru. In Chucuito, as has been shown, some diseases are clearly due to sorcery, either directly or indirectly. Others, however, are sent by spirits of their own volition (because they have been angered or slighted), or by permanent and naturally malevolent demons. Still others are contracted from souls and ghosts. Some ailments stem from accidental soul loss, while in others soul kidnapping is the cause. Still others, chullpa sickness, for example, result from the intrusion of a foreign object, either through carelessness or through the evil machinations of humans or demons. In addition, some diseases are unquestionably attributed by the Aymara of Chucuito to natural causes. 5 Among these are various ailments that are (or are thought to be) attendant upon childbirth; fractures, sprains, and dislocations (including the “dislocation” of internal organs); and such common and frequent complaints as p'eqe usu , “headache,” t'uku usu , “common cold,” and [unknown]c'aka usu , “rheumatism.”"
t0498 cite0115 SF05 "Thus the Aymara believe that diseases are attributable to a number of distinct causes, and it is their theory that specialized knowledge and techniques are required to deal effectively with each. When, therefore, disease is approached from the point of view of etiology, it becomes clear that the specialization of Aymara medical practitioners is based primarily upon the nature and “cause” of the illness (real or imaginary) with which they cope, and that the techniques of diagnosis and therapeutics which any particular class of “doctor” employs are, in large part, secondary to this consideration. 6 It is the paqo who cures diseases sent by spirits and demons, or by either at the instigation of a sorcerer. The qolasiri cures [Page [p. 221 a]] diseases due to natural causes, as well as superficial injuries, broken bones, sprains, extracts intruded objects, and treats ghost sickness. The t'aliri specializes in treating dislocations, particularly the “dislocation” of the heart, uterus, or other internal organs. The usuiri administers medicines designed to speed delivery, is a “practical” obstetrician, and treats those diseases, especially aire , to which post-parturient women are thought to be particularly susceptible. 1 Although conclusive data from Chucuito are lacking, the evidence indicates that the laiqa cures, as well as “causes,” some diseases, and practitioners of this class are believed to have the power to cure certain types of paralysis and insanity. 2 Although the yatiri apparently performs no cures and has no special knowledge of remedies, he is consulted frequently in cases of illness in order to ascertain the cause (whether sorcery or otherwise), and is able to divine whether a patient will die or recover."
t0498 cite0115 SF05 "Viewed from the standpoint of etiology. Aymara medical specialization is rigid; apparently no practitioner feels qualified to step out of his special province to cure diseases due to factors over which he has no control. Thus when Informant 45, himself a paqo , was seized with a stomach ailment ascribed to “natural” causes, he summoned a qolasiri to diagnose his illness and to prescribe the proper remedies. Similarly, Informant 64, a qolasiri , sent a patient who was suffering from a stubborn illness to Informant 109, a paqo , because of his conviction that the disease had been sent by a supernatural being. Informant 66, on the other hand, practiced both as a qolasiri and as a paqo . Further, albeit less formal, specialization within particular branches of native Aymara medicine may be noted. Although both Informants 64 and 65 are classed as qolasiri , the former is noted as a “bone specialist” and for his treatment of sprains and dislocations, while the latter specializes in a particular technique of diagnosis, and in “internal medicine.”"
t0499 cite0116 SP08 "That knowledge is highly valued among the Bororo is substantiated by the fact that the chief of a village is always the most knowledgeable man. Social status and functions are connected with particular lineages and transmitted matrilineally, but the true influential leaders and authorities are the men who excel in knowledge; i.e., they know the myths and songs and their meanings; they know the exact sequence of rituals and the important sacred and secret names of things."
t0500 cite0117 SM04 "Religious and bureaucratic political leadership demand fundamentally different talents. Whereas the tamoí must be thoroughly knowledgeable of Chiripá life and relations with the supernatural, the cacique must understand the mestizo life-style, language, and goals. The difference is clear in the opposing concepts of marandú and letrado . Letrado literally means “literate,” but connotes a sly self-interest, the capacity to understand the unspoken motives of others and smoothly move for one’s own advantage. Caciques need to be letrado to match the self-interested individuals of mestizo society."
t0500 cite0117 SM04 "Tamoí and caciques have fundamentally different power bases and thus, [Page 121] fundamentally different roles within community life. While tamoí focus their efforts on the formation and maintenance of the Chiripá community, caciques dominate the community’s relations with external society and the Indian community. The cacique still has little power to act on his own behalf."
t0500 cite0117 SM04 "The position of political leaders is fundamentally conflicted. On one side, the individuals are closely tied to Chiripá communities through kin relations; on the other, they are representatives of and responsible to mestizo patróns and caudillos. In one classic case, a famous tamoí who asserted himself as both a capatáz and dirigente lost credibility through his associations with mestizos. Indians who knew him in the yerbals remember that “he sold his people” and Cadogan (1959a) wrote that his later attempts to move his community were construed as a capitulation to the government."
t0500 cite0117 SM04 "Despite the appointment of political officers to manage relations between Guaraní and the larger society, the noncoercive leadership of religious tamoí remains the central focus of Chiripá communities. Appointed political leaders rarely assume a position as caudillos over their communities."
t0501 cite0118 SM04 "In any case, among the Guaraní too the belief that sicknesses, at least the majority of them, are explained by the bad intentions of knowledgeable persons and bearers of magic resources predominates. Thus the appearance of an epidemic or even of a series of cases of sickness in the same village and in a short space of time can cause important social consequences, generate distrust, misunderstanding, or even open enmities and fights within the local group, putting into action disruptive forces of social life existing in a latent state. It is even possible to state that the mystical sense of solidarity, which, although it does not unite the whole tribe and not always the individuals of a certain horde, makes the populations of the different villages cohesive, rarely suffers dissolution of continuity, except for the atmosphere of insecurity and discontent that dominates all in situations of this nature. 128 This is a supposition made, of course, concerning villages that do not already find themselves in a state of open social disorganization through continuous contact with civilization. After the epidemic is past, there is no delay in re-establishing the normal equilibrium, and the authority of the doctor-sorcerer, who has used the magic and religious resources, or that of the capitão, who has made use of his police authority in order to normalize the situation by fighting the opposing forces, then is subject to considerable increment."
t0501 cite0118 SM04 "One of the disruptive forces most characteristic of Guaraní society is the constant suspicion of practices of black magic within the group. There is not much exaggeration in the statement that [Page 165] the fear of being the victim of practices of this order is a daily preoccupation of every Guaraní. Some present-day groups reach in this sense, at certain times, a state of profound collective exasperation in which everybody believes himself threatened by everybody, a situation which is explained in large part by the acculturative crisis, and in particular, by the state of “deprivation” and misery, as well as by the deplorable conditions of health in which they live."
t0502 cite0118 SM04 "It is well known that the phenomenon of cultural disintegration, as the product of interethnic contacts, is manifested, among other things, by the parallel acceptance of two or more solutions for the same problem, of various concommitant elements with the same function, it falling on the individual from case to case to decide in favor of this one or that one. It is in relation to sicknesses and to their treatment that such a state of affairs is revealed with special clarity in Guaraní life. This perhaps primarily because of the focalization, more and more accentuated, that the sickness, real or imaginary, comes to have in the Guaraní mind, undoubtedly in consequence of a psychic flight before an unsatisfactory reality, the fruit of a state of constant frustration. And as the traditional patterns of the culture do not offer elements considered sufficient for facing the problem thus created, there is also recourse to others of foreign derivation. The ideas about the ontology and etiology of the sicknesses, as well as about the methods of cure, thus cease to constitute an integrated whole, but form a conjunction of disparate elements, so to speak. The culture seems to lose one of its primordial functions up to a certain point, that of providing the group and the particular individuals with the resources for sure and satisfactory control over phenomena that go beyond the simple biological reaction. Ideas, beliefs, and explanations of diverse origins, and arising in cultural contexts of different types, strike against one another in the minds of these poor people, producing a mental state 131 of insecurity and sometimes almost of despair. Capitão Bento, former chief of the village of Bananal, suffered from malaria (without, of course, identifying the illness) and thought the ailment was due to physiological disturbances caused in a “natural” manner by some quid malignum , which in some form or other had penetrated his body. His mother settled on the hypothesis of black magic practiced by some personal enemy with the help of a picture that had fallen into his hands. For his part, Samuel, brother of the sick man, was more inclined to believe in the [Page 171] possibility of “some spirit invoked into him,” an idea perhaps of Amerindian origin, but possibly reinforced by contact with the spiritism of the civilized inhabitants of the coast. As it could not fail to be, the same insecurity is observed in the choice of the methods of cure, magico-medicinal as well as religious, and of the specialists, who are either doctor-sorcerers of the same tribe, or civilized “curers,” or even doctors possessing an official diploma."
t0502 cite0118 SM04 "The quid malignum cause of the sickness may be any foreign body or poisonous substance or of another form harmful to health, such as pebbles, seeds, ugly worms, or even fire. If in fact it has entered the body as a consequence of black magic, the doctor-sorcerer does not get to do anything about it until he discovers the one responsible, so as to attack him with countersorcery. This among the Kayová at least. If, however, the quid malignum entered the body in a natural way, i.e., without there being any unconfessable purposes on the part of ill-intentioned individuals, whether it be by carelessness, by the unfortunate conjunction of adverse circumstances, or by the manifestation of certain deities whose appearance is linked with certain times of the year, the removal can be made either by the technique of the doctor-sorcerer, by the use of appropriate medicines, by means of practices performed by the patient himself, or, finally, with the help of religious ceremonies."
t0502 cite0118 SM04 "The attitude of the present-day Guaraní, particularly that of the Ñandéva of the coastal villages, toward sicknesses and death is characterized by a peculiar combination of fatalism and -- though we say it with due reserve -- Christian resignation. Capitão Bento’s daughter was ill; her father took her to Dr. Militão, a physician of São Vicente or Santos, who prescribed a series of remedies for her. But in the end the child died. “It is because she had to die,” was Bento’s simple explanation. And Bento’s mother added: “When a person has to die, treatment is not worth anything; when a person does not have to die, Ñandedjára himself carries the person through. When it is [Page 172] not the will of God, neither doctor nor curer can turn it around.” 132 Highly illuminating words, as they make it very clear that what predominates is not the magical attitude, but the religious one. In the treatment of the sick, the efficiency of the magical and medicinal resources is only conditional -- which divests magic of one of its essential characteristics, namely, natural causality. When the late doctor-sorcerer Arnaldo -- I was told -- saw that a sick child “had a cure,” he gave it a remedy and it became healthy. But when he saw that nothing could be done, he said so at once; he ordered herb tea to be prepared, but he did not have any hope. Fiat voluntas tua /Thy will be done/."
t0502 cite0118 SM04 "It is seen, therefore, that the power of the doctor-sorcerer is subject to considerable limitation, stemming from divine will. Were it not for this, he himself would not get sick and would not die. On the contrary, the Ñandéva says, his supernatural faculties can easily become his misfortune, because to be the bearer of extraordinary magical powers and knowledge is a dangerous state. If the doctor-sorcerer to whom the auxiliary spirit communicated the prayer or magico-medicinal song does not live in accordance with the prescriptions tied to them, he himself becomes the cause of his death. It happens that he dies only two or three months after the descent of the protector spirit, “because the religion of the Indians is very strong and also very fine,” according to the words of João Samuel. This is why Arnaldo died."
t0503 cite0119 SM04 "Craft specialization among men includes the manufacture of strainer-winnowing trays and of women’s back baskets with tumplines, to cite only the more common and important ones. The making of strainer-winnowing trays is not an industry which is dying, and its practitioners are not, therefore, simply fewer and fewer. The need for this item of domestic equipment has continued among the Cayuá themselves, and its use has developed among local Neo-Brazilians, who do not manufacture their own trays. Specialization is nevertheless present, for some Cayuá in 1943 indicated that they always obtained their winnowing trays from certain others who were quite good at making them. 131"
t0503 cite0119 SM04 "One of the most important uses of these utensils as strainers is in connection with cãwĩ’ which is usually strained of all the larger lumps of corn or other substance which may occur in it as it is served."
t0503 cite0119 SM04 "It cannot be flatly denied, of course, since documentary evidence is lacking, that craft specialization of the present sort existed formerly. But at least one point seems to indicate the opposite: informants who were asked about whether or not they were able to make certain things usually indicated that they felt they should be able to make them, even in cases where they confessed they were not."
t0504 cite0120 SC07 "In all three tribes the men who are specialists in the interpretation, transmission, and execution of religious principles, are designated by the term máma and generally they are old men who have spent many years of apprenticeship at the side of a specialist of high reputation. These men are not shamans or curers, but constitute a class of tribal priests who are highly respected. The mámas of the Kogi enjoy very high prestige all over the Sierra Nevada because they are said to have a very profound knowledge of the tribal traditions and, in particular, of the rituals which are necessary to guarantee the order of the universe. Thanks to the mámas of the Kogi the sun follows his daily round; the seasons change in an orderly fashion, and the great principle of fertility, central to all religious thought, continues to manifest itself in nature as well as in all living creatures. The mámas celebrate the various rituals of the individual’s life cycle, and also officiate at the collective ceremonials, the dances, offerings, and other occasions."
t0505 cite0121 SI07 "In order to take the soul out of the body and send it on a supernatural mission, the witch doctors inhale up their noses a powder made with roasted grains of sebil (Piptadenia sp.) to which they sometimes add powdered tobacco. These inhalations cause them to become dazed 16 and then it is that the witch doctor's soul abandons his body and turns into an insect or a bird--usually the yulo --and goes off to alight on a tree which stands in the middle of a lake. This tree is perpetually shaking and it is extremely difficult to stay on it. A grave misfortune overtakes those who fall for they are immediately devoured by the palometas [“pirañas” - a laterally flattened, ferocious, small fish - Translator] and crocodiles which swam in the lake. If the witch doctors are expert in their art they change themselves into lizards and so manage to stay on the tree. It is supposed that each witch doctor owns a branch of that tree which is closely allied with his destiny. While the leaves remain green the witch doctor enjoys good health and is in no danger but as soon as the branch starts to wither then his troubles begin."
t0505 cite0121 SI07 "The witch doctors can predict good and bad weather for a long time in advance, for on their journeyings they see the green and dry leaves corresponding to the good and bad seasons of the year."
t0505 cite0121 SI07 "The witch doctors have, also, the power of turning themselves into animals or fire that licks up the underbrush in their path."
t0505 cite0121 SI07 "In order to overcome diseases, the witch doctors make use of small wands which the spirits have given them; they use also the wings of several birds ( yulo , carancho )."
t0505 cite0121 SI07 "Animals as well as men can be treated by the witch doctors. An informant described to me the treatment which was given to a horse. The witch doctor first recited an enchantment and then applied suction to the horse's rump until he was able to extract a small piece of wood which he said was the cause of the malady."
t0505 cite0121 SI07 "Some witch doctors are extremely dangerous. They start by devouring dogs and then go on to attack men. It is almost impossible to put an end to their criminal career for they revive if they are killed and if they are burned to death they will still return."
